experiment,global_round,iter,train_rmse
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,302.49159165311244
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,215.6377546046552
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,970.2650241113965
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,653.3215686387608
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,421.236181977456
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,276.4742090706654
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,177.60786714131248
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,931.0675287604922
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,660.7005437642166
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,468.0515871493083
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,333.33769429305056
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,242.72828050222114
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,722.2660724480662
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,506.5112698112506
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,352.9806083927428
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,245.79701639410683
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,173.8976800462545
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,919.7339115959835
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,667.4936843334606
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,490.2764006037519
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,360.1700244191894
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,279.11792594845133
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,903.18881262447
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,635.05039170132
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,488.14607829009543
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,348.1577576598718
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,255.41643864267283
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,863.0211817446742
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,642.198162484983
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,494.2908299583272
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,379.64900122101307
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,300.1237643818998
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,911.7113803482462
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,667.5141435972398
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,495.12279091108144
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,377.16064107433
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,293.5081402035283
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,849.5465656821427
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,601.309013094949
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,426.32648097399607
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,304.34819298220935
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,220.16805749781872
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,824.5663532458296
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,588.6111318633524
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,420.42962723816987
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,299.9935254991273
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,218.59617353151418
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,752.2208576712478
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,531.887092047052
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,378.2150614325179
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,268.05229496144676
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,193.65872771311112
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,749.4248781909324
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,542.826539027673
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,396.4941922629612
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,293.5930243273269
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,221.62555299684672
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,1045.8346623616105
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,754.9344779126334
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,538.6285218253945
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,392.2468081756632
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,289.2192498048134
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,831.8637106669119
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,600.5875367778132
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,440.3134878232441
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,326.41880378997496
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,251.8179737116862
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,1,995.4152548088352
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,2,796.5127415165174
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,3,642.423684336047
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,4,532.2915512828508
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,2,5,451.00394081216155
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1639.5119889962557
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1169.5947470852095
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1524.6513569980377
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,607.9234501936488
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1084.3035925040615
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,448.6416489646961
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,565.3186754408258
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,413.763276666849
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1239.1444978976108
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,872.9439809117742
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1626.8771870354653
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1199.4535472213854
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,608.7824767241137
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1528.0504079077832
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,430.8368444881538
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1113.2975562089025
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,707.9504640259154
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,292.76492682279087
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,825.9506002014978
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,548.2786438763735
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,618.7877173298639
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,486.79734245655845
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1787.3483924452341
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1289.7934319190358
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,944.58551820428
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,675.9157998179483
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,504.8080380465369
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1944.6154135419222
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,2083.5241747893924
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1529.351155360815
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1488.7790336646824
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,1072.9342265038474
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,990.4172042669453
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,777.9488734132124
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,812.385715860961
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,579.8247228082703
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1348.8213659168307
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1684.8619403777752
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,720.8887919116804
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1191.954979546739
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,561.4814454717525
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,467.9498919791948
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,857.0829552899876
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,615.3321937544642
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1727.1039328544955
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1270.3045125825147
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,446.4972319724976
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,935.9383717110672
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,683.3385539666882
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,515.7465601651795
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1958.0812167834792
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1388.5506771079547
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,993.5724075068898
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,707.8474663593382
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,518.3402047731688
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1541.1591748042554
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1115.141493030892
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,819.307235788006
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,598.6967902157012
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,437.29749613987997
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1761.4859247988832
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1335.2209374448705
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,1054.8616515038157
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,853.8908172033699
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,740.54529484858
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,2043.8974020918413
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1438.4224932533634
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,1005.0987675607225
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,684.8982468271797
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,557.0465854695158
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1848.9051403966205
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1308.385211152729
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,926.3048033611747
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,663.9253546472929
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,482.49309130356613
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1910.72499329443
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1470.2691930391522
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,1180.8084624527382
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,922.8317831544382
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,729.3493247408953
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,2180.550081114855
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1769.640619412597
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,1352.4273724868046
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,1127.9617818215297
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,913.2770169384362
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1922.1451043857812
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1372.991304207253
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,1013.1737168772927
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,753.696277353742
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,576.6043772532199
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1896.9744290250726
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1376.5680117180614
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,994.0552713440934
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,742.180316577079
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,577.7392772701285
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1900.700060997263
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1379.914839423977
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,1014.0742651153665
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,775.0112245490922
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,596.2810413022297
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1369.9554412603763
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,990.16282008956
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,709.0439209869313
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1599.1496239420235
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,505.2536174427024
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1171.8378873653783
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,373.2474182281756
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,874.6868695819123
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,653.2750002434703
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,500.94721363909326
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,2168.771517150018
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1547.9808744213879
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,1103.1876543231626
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,796.3009348254864
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,597.8780152578177
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,2055.1558720647304
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1746.269783451191
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1409.4298045251946
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,952.7509484113152
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1283.2773560821806
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,628.4326842804048
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,939.9493310518674
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,397.72479854902105
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,697.7064763143543
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,535.6440143847377
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1894.8149062233372
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1455.113461244914
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,1130.2003135719247
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,883.0491006975708
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,699.6462827554776
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,1,1438.8260773462014
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,2,1021.948753867185
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,3,743.5100698795009
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,4,551.8353561287112
retailer_region-bagging-ce-on-tf-0p1-le-5-eta-0p05-md-8-ss-0p6_2025-06-24,3,5,433.1087627682751
retailer_region-cycling-ce-on-tf-0p3-le-1-eta-0p1-md-6-ss-0p6_2025-06-24,1,1,110.77563845715372
retailer_region-cycling-ce-on-tf-0p3-le-1-eta-0p1-md-6-ss-0p6_2025-06-24,2,1,124.83133840578981
retailer_region-cycling-ce-on-tf-0p3-le-1-eta-0p1-md-6-ss-0p6_2025-06-24,3,1,86.05111185666664
retailer_region-bagging-ce-on-tf-0p3-le-5-eta-0p05-md-6-ss-1p0_2025-06-24,1,1,147.52877568197147
retailer_region-bagging-ce-on-tf-0p3-le-5-eta-0p05-md-6-ss-1p0_2025-06-24,1,2,113.5357083575347
retailer_region-bagging-ce-on-tf-0p3-le-5-eta-0p05-md-6-ss-1p0_2025-06-24,1,3,90.80841482521599
retailer_region-bagging-ce-on-tf-0p3-le-5-eta-0p05-md-6-ss-1p0_2025-06-24,1,4,73.46858533570668
retailer_region-bagging-ce-on-tf-0p3-le-5-eta-0p05-md-6-ss-1p0_2025-06-24,1,1,104.07095786087378
retailer_region-bagging-ce-on-tf-0p3-le-5-eta-0p05-md-6-ss-1p0_2025-06-24,1,2,79.35441724400111
retailer_region-bagging-ce-on-tf-0p3-le-5-eta-0p05-md-6-ss-1p0_2025-06-24,1,5,62.92987485793127
retailer_region-bagging-ce-on-tf-0p3-le-5-eta-0p05-md-6-ss-1p0_2025-06-24,1,3,61.783386574557326
retailer_region-bagging-ce-on-tf-0p3-le-5-eta-0p05-md-6-ss-1p0_2025-06-24,1,4,49.85909783912773
retailer_region-bagging-ce-on-tf-0p3-le-5-eta-0p05-md-6-ss-1p0_2025-06-24,1,5,41.439106552063876
retailer_region-bagging-ce-on-tf-0p3-le-5-eta-0p05-md-6-ss-1p0_2025-06-24,1,1,79.85430649697787
